Name,Position,Primary Functional Role,Official Alternative Functional Roles,Official Eligible Functional Roles,Primary Functional Role Suitability,Best Official Alternative Functional Role,Best Official Alternative Role Suitability,Learned Role Rank 1,Learned Role Rank 1 Probability,Learned Role Rank 2,Learned Role Rank 2 Probability
Pedro Gonçalves,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Central Midfielder,Attacking Midfielder|Wide Midfielder|Central Midfielder,0.6848166595181308,Wide Midfielder,0.11590302245257302,Attacking Midfielder,0.6848166595181308,Winger,0.13616163820028454
Dávid Hancko,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.9426104365699742,Fullback,0.006807296420100413,Center Back,0.9426104365699742,Defensive Midfielder,0.04980581113354704
Anthony Gordon,Left Winger,Winger,Wide Midfielder,Winger|Wide Midfielder,0.5468007820244138,Wide Midfielder,0.4220774062084822,Winger,0.5468007820244138,Wide Midfielder,0.4220774062084822
Mateo Kovačić,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.7603408029806116,Defensive Midfielder,0.2141633761996599,Central Midfielder,0.7603408029806116,Defensive Midfielder,0.2141633761996599
Aleix García,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.7865292749882065,Defensive Midfielder,0.04848242881860968,Central Midfielder,0.7865292749882065,Attacking Midfielder,0.15419716432701333
Thomas Partey,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Fullback,Defensive Midfielder|Central Midfielder|Fullback,0.8536605377346733,Central Midfielder,0.14245781742868097,Defensive Midfielder,0.8536605377346733,Central Midfielder,0.14245781742868097
Stanislav Lobotka,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.65391714491005,Defensive Midfielder,0.33093621612364854,Central Midfielder,0.65391714491005,Defensive Midfielder,0.33093621612364854
Jeremie Frimpong,Right Back,Fullback,Wide Midfielder|Winger,Fullback|Wide Midfielder|Winger,0.7478641078236222,Wide Midfielder,0.2250307010520329,Fullback,0.7478641078236222,Wide Midfielder,0.2250307010520329
Luka Modrić,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.6282060424009119,Attacking Midfielder,0.31614455505751027,Central Midfielder,0.6282060424009119,Attacking Midfielder,0.31614455505751027
Sadio Mané,Left Midfielder,Wide Midfielder,Striker|Winger,Wide Midfielder|Striker|Winger,0.13946556031811827,Striker,0.31291925440165647,Striker,0.31291925440165647,Winger,0.3094114475057692
Matheus Cunha,Attacking Midfielder,Attacking Midfielder,Winger|Striker,Attacking Midfielder|Winger|Striker,0.3129078630141675,Winger,0.4530584004193698,Winger,0.4530584004193698,Attacking Midfielder,0.3129078630141675
Zubimendi,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.47905256634105225,Central Midfielder,0.5093053548695917,Central Midfielder,0.5093053548695917,Defensive Midfielder,0.47905256634105225
Gavi,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.8806411715533047,Attacking Midfielder,0.10502736143769932,Central Midfielder,0.8806411715533047,Attacking Midfielder,0.10502736143769932
Eberechi Eze,Attacking Midfielder,Attacking Midfielder,Winger|Striker,Attacking Midfielder|Winger|Striker,0.8678783415656333,Winger,0.0694849345448738,Attacking Midfielder,0.8678783415656333,Winger,0.0694849345448738
Balde,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9983784912075897,Wide Midfielder,0.001130670429096667,Fullback,0.9983784912075897,Wide Midfielder,0.001130670429096667
İlkay Gündoğan,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.8581793382059482,Attacking Midfielder,0.07187785893476244,Central Midfielder,0.8581793382059482,Attacking Midfielder,0.07187785893476244
Loïs Openda,Striker,Striker,,Striker,0.9611700609579613,,,Striker,0.9611700609579613,Winger,0.028882047896327687
Palhinha,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.29450120210146247,Central Midfielder,0.0016540219845139544,Center Back,0.7037130461173666,Defensive Midfielder,0.29450120210146247
Julian Brandt,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.9210305418917637,Central Midfielder,0.0039746185690295475,Attacking Midfielder,0.9210305418917637,Winger,0.04582113700325225
Jarrod Bowen,Right Midfielder,Wide Midfielder,Striker|Winger,Wide Midfielder|Striker|Winger,0.14221483302137827,Winger,0.34880691293741695,Winger,0.34880691293741695,Striker,0.2972704121329273
Murillo,Center Back,Center Back,,Center Back,0.9974495421037465,,,Center Back,0.9974495421037465,Defensive Midfielder,0.002544109191366151
Boubacar Kamara,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.8802031049532553,Central Midfielder,0.002235568627451634,Defensive Midfielder,0.8802031049532553,Center Back,0.11712504040620576
Nathan Aké,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.9798707176215994,Fullback,0.000688651086546732,Center Back,0.9798707176215994,Defensive Midfielder,0.019417606486004775
Ferran Torres,Left Winger,Winger,Striker|Wide Midfielder,Winger|Striker|Wide Midfielder,0.6052524992282985,Wide Midfielder,0.1843467360457967,Winger,0.6052524992282985,Wide Midfielder,0.1843467360457967
Angelo Stiller,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.5850186909462216,Central Midfielder,0.4113075591863984,Defensive Midfielder,0.5850186909462216,Central Midfielder,0.4113075591863984
Piero Hincapié,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.9949988792306885,Fullback,0.001988990264536322,Center Back,0.9949988792306885,Defensive Midfielder,0.0030101762649273616
Artem Dovbyk,Striker,Striker,,Striker,0.9974403990045824,,,Striker,0.9974403990045824,Attacking Midfielder,0.0024883620765858137
Hugo Ekitiké,Striker,Striker,Attacking Midfielder,Striker|Attacking Midfielder,0.917766401706758,Attacking Midfielder,0.07777387080015226,Striker,0.917766401706758,Attacking Midfielder,0.07777387080015226
Iago Aspas,Right Winger,Winger,Striker|Wide Midfielder,Winger|Striker|Wide Midfielder,0.33589390168055266,Striker,0.3835916446133707,Striker,0.3835916446133707,Winger,0.33589390168055266
Moise Kean,Striker,Striker,,Striker,0.999657356418965,,,Striker,0.999657356418965,Winger,0.0002554413241221048
Ronald Araujo,Center Back,Center Back,Fullback,Center Back|Fullback,0.9996627750800621,Fullback,0.00020945321516752962,Center Back,0.9996627750800621,Fullback,0.00020945321516752962
Kingsley Coman,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.3966656386481424,Winger,0.5255736334257994,Winger,0.5255736334257994,Wide Midfielder,0.3966656386481424
Leandro Trossard,Left Winger,Winger,Striker|Wide Midfielder,Winger|Striker|Wide Midfielder,0.42494454465189,Wide Midfielder,0.13478198741343686,Winger,0.42494454465189,Attacking Midfielder,0.37308851706635177
Benjamin White,Right Back,Fullback,,Fullback,0.23790696461680197,,,Center Back,0.7315866155964648,Fullback,0.23790696461680197
Mateo Retegui,Striker,Striker,,Striker,0.997884286378188,,,Striker,0.997884286378188,Attacking Midfielder,0.0020230108846410045
José María Giménez,Center Back,Center Back,,Center Back,0.9996869551001929,,,Center Back,0.9996869551001929,Defensive Midfielder,0.0003128964280153346
Gianluca Mancini,Center Back,Center Back,,Center Back,0.989321256780422,,,Center Back,0.989321256780422,Defensive Midfielder,0.010678449990651366
Amir Rrahmani,Center Back,Center Back,,Center Back,0.9986597277294984,,,Center Back,0.9986597277294984,Defensive Midfielder,0.0013352487380715115
Nikola Milenković,Center Back,Center Back,,Center Back,0.9996169775825292,,,Center Back,0.9996169775825292,Defensive Midfielder,0.00034188359420950676
Robin Le Normand,Center Back,Center Back,,Center Back,0.9997174745047167,,,Center Back,0.9997174745047167,Defensive Midfielder,0.0002825241618832028
Leon Goretzka,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.6193326889741475,Defensive Midfielder,0.25593532109100625,Central Midfielder,0.6193326889741475,Defensive Midfielder,0.25593532109100625
Joelinton,Central Midfielder,Central Midfielder,Winger|Wide Midfielder,Central Midfielder|Winger|Wide Midfielder,0.29436860823359334,Wide Midfielder,0.008454989567211678,Defensive Midfielder,0.598775709119079,Central Midfielder,0.29436860823359334
Felix Nmecha,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.3956116592915382,Central Midfielder,0.28602917084174734,Defensive Midfielder,0.3956116592915382,Center Back,0.303346978957979
André-Franck Zambo Anguissa,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.6442103667629518,Attacking Midfielder,0.05266117823410578,Central Midfielder,0.6442103667629518,Defensive Midfielder,0.299931693516835
Éderson,Central Midfielder,Central Midfielder,,Central Midfielder,0.36673607458493446,,,Defensive Midfielder,0.6247867098749631,Central Midfielder,0.36673607458493446
Emre Can,Center Back,Center Back,Defensive Midfielder|Central Midfielder,Center Back|Defensive Midfielder|Central Midfielder,0.9152249854983755,Defensive Midfielder,0.08000577866242974,Center Back,0.9152249854983755,Defensive Midfielder,0.08000577866242974
Orkun Kökçü,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.8104514453656597,Attacking Midfielder,0.12673427307772997,Central Midfielder,0.8104514453656597,Attacking Midfielder,0.12673427307772997
Pedro Porro,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8750073918397099,Wide Midfielder,0.04220177883082512,Fullback,0.8750073918397099,Wide Midfielder,0.04220177883082512
Denis Zakaria,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.6035631592407111,Central Midfielder,0.04257120107975992,Defensive Midfielder,0.6035631592407111,Center Back,0.3335131560642363
Morgan Rogers,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Central Midfielder,Attacking Midfielder|Wide Midfielder|Central Midfielder,0.5254453206254879,Central Midfielder,0.26896113069774824,Attacking Midfielder,0.5254453206254879,Central Midfielder,0.26896113069774824
Malik Tillman,Attacking Midfielder,Attacking Midfielder,Winger|Central Midfielder,Attacking Midfielder|Winger|Central Midfielder,0.6704482565213925,Central Midfielder,0.1856469497107423,Attacking Midfielder,0.6704482565213925,Central Midfielder,0.1856469497107423
Otávio,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Wide Midfielder,Attacking Midfielder|Central Midfielder|Wide Midfielder,0.5145809092787632,Central Midfielder,0.3319974904977174,Attacking Midfielder,0.5145809092787632,Central Midfielder,0.3319974904977174
Salem Al Dawsari,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.3307619582339055,Winger,0.2813709713340005,Attacking Midfielder,0.3737455881141121,Wide Midfielder,0.3307619582339055
Konrad Laimer,Right Back,Fullback,Defensive Midfielder|Central Midfielder|Wide Midfielder,Fullback|Defensive Midfielder|Central Midfielder|Wide Midfielder,0.608284641642141,Defensive Midfielder,0.3197530493569612,Fullback,0.608284641642141,Defensive Midfielder,0.3197530493569612
Mattéo Guendouzi,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.32639767366475686,Central Midfielder,0.6475541407128269,Central Midfielder,0.6475541407128269,Defensive Midfielder,0.32639767366475686
Álex Berenguer,Left Midfielder,Wide Midfielder,Attacking Midfielder|Winger,Wide Midfielder|Attacking Midfielder|Winger,0.48155086933458524,Winger,0.3626159922687828,Wide Midfielder,0.48155086933458524,Winger,0.3626159922687828
David Raum,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9929446464978201,Wide Midfielder,0.0051894569611917706,Fullback,0.9929446464978201,Wide Midfielder,0.0051894569611917706
David Alaba,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.11059773352360616,Fullback,0.21735540866301678,Defensive Midfielder,0.6207056854298395,Fullback,0.21735540866301678
Milos Kerkez,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9982720081117,Wide Midfielder,0.0006231710184786031,Fullback,0.9982720081117,Defensive Midfielder,0.000926060433274504
Giovani Lo Celso,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Defensive Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder,0.6624781800520595,Central Midfielder,0.24289280659342696,Attacking Midfielder,0.6624781800520595,Central Midfielder,0.24289280659342696
Morgan Gibbs-White,Attacking Midfielder,Attacking Midfielder,Striker,Attacking Midfielder|Striker,0.7778581477782545,Striker,0.001387413884800139,Attacking Midfielder,0.7778581477782545,Wide Midfielder,0.09163174006039901
Maximilian Mittelstädt,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9960357775523871,Wide Midfielder,0.0017033696544172092,Fullback,0.9960357775523871,Wide Midfielder,0.0017033696544172092
Pablo Barrios,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.8456148658437994,Defensive Midfielder,0.14196469238882609,Central Midfielder,0.8456148658437994,Defensive Midfielder,0.14196469238882609
Andrew Robertson,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9851258713897962,Wide Midfielder,0.0009573986486630625,Fullback,0.9851258713897962,Defensive Midfielder,0.01123468517274949
Davinson Sánchez,Center Back,Center Back,,Center Back,0.4536498685524321,,,Defensive Midfielder,0.5370100065512711,Center Back,0.4536498685524321
Malcom,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Central Midfielder,Attacking Midfielder|Wide Midfielder|Central Midfielder,0.24417519772524046,Wide Midfielder,0.3108192996604356,Winger,0.41833367080480516,Wide Midfielder,0.3108192996604356
Antonee Robinson,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9953792332212782,Wide Midfielder,0.001418706172289514,Fullback,0.9953792332212782,Defensive Midfielder,0.0023284366029796607
Kaoru Mitoma,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.46327817414933026,Winger,0.459369620262017,Wide Midfielder,0.46327817414933026,Winger,0.459369620262017
Vangelis Pavlidis,Striker,Striker,Attacking Midfielder,Striker|Attacking Midfielder,0.9157508088839921,Attacking Midfielder,0.06650659376161572,Striker,0.9157508088839921,Attacking Midfielder,0.06650659376161572
Fabinho,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.9570444207968364,Central Midfielder,0.026933392631884684,Defensive Midfielder,0.9570444207968364,Central Midfielder,0.026933392631884684
Riccardo Orsolini,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.4187132939423803,Winger,0.5086940617411767,Winger,0.5086940617411767,Wide Midfielder,0.4187132939423803
Micky van de Ven,Center Back,Center Back,,Center Back,0.9961164595272932,,,Center Back,0.9961164595272932,Fullback,0.002273888104030439
Leroy Sané,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.19552312626795754,Winger,0.5948239213449291,Winger,0.5948239213449291,Wide Midfielder,0.19552312626795754
Ezri Konsa,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.9449675923427492,Fullback,0.0076108014233776085,Center Back,0.9449675923427492,Defensive Midfielder,0.047196193641228526
Charles De Ketelaere,Attacking Midfielder,Attacking Midfielder,Striker|Central Midfielder,Attacking Midfielder|Striker|Central Midfielder,0.8918986985877869,Central Midfielder,0.030347175306379325,Attacking Midfielder,0.8918986985877869,Winger,0.04211935128402801
Jurriën Timber,Right Back,Fullback,Center Back|Wide Midfielder,Fullback|Center Back|Wide Midfielder,0.7477654604971747,Center Back,0.23874717380989854,Fullback,0.7477654604971747,Center Back,0.23874717380989854
Trincão,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Winger|Striker,Attacking Midfielder|Wide Midfielder|Winger|Striker,0.5742932053735411,Winger,0.27936249358745846,Attacking Midfielder,0.5742932053735411,Winger,0.27936249358745846
Serge Gnabry,Left Midfielder,Wide Midfielder,Striker|Winger,Wide Midfielder|Striker|Winger,0.1862809101366977,Winger,0.4106688741450339,Winger,0.4106688741450339,Attacking Midfielder,0.37383717566945296
Jonathan Burkardt,Striker,Striker,,Striker,0.9756340736027194,,,Striker,0.9756340736027194,Winger,0.014955916188776439
Fabian Schär,Center Back,Center Back,,Center Back,0.20485811568934537,,,Defensive Midfielder,0.7888714483284044,Center Back,0.20485811568934537
Pierre-Emile Højbjerg,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.8621535233015766,Central Midfielder,0.13715043253327702,Defensive Midfielder,0.8621535233015766,Central Midfielder,0.13715043253327702
Kai Havertz,Striker,Striker,Central Midfielder|Attacking Midfielder,Striker|Central Midfielder|Attacking Midfielder,0.27854710307492747,Attacking Midfielder,0.4861340651257049,Attacking Midfielder,0.4861340651257049,Striker,0.27854710307492747
Dean Huijsen,Center Back,Center Back,,Center Back,0.4544173379936466,,,Defensive Midfielder,0.5429454541439319,Center Back,0.4544173379936466
